source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,parallax_over_error,num_selected_g_fov,G_abs
1995894877534389632,350.9627318180035,54.493386867302156,1.3296398754285208,0.26046866,18.381384,1.78895,5.104798,48,9.000054050738509
2202779427795537024,327.67277297798967,59.7331945412167,1.665475074984247,0.30462915,18.27437,1.7619057,5.4672217,45,9.382060881235848
1995905421673050880,351.6420404524421,54.46595802867977,1.3488392122536974,0.1872266,16.437885,0.9499159,7.204314,58,7.087686198858991
2203244624288543744,329.8160699008543,61.0890078877504,2.219366381113585,0.16041113,18.96557,0.8243084,13.835488,31,10.696715465183258
2203373473312011008,330.98762778318735,61.53886511240264,2.3288769672934264,0.08305009,18.390034,1.7090015,28.041836,41,10.22576645047759
5989645323806723584,235.79464440510847,-42.71826724917223,2.9023536212726966,0.371934,18.50797,1.3131676,7.8034105,37,10.821722437645727
1996248233085177472,345.94441558103864,53.287456012859074,1.0770981344415138,0.018490983,14.475266,0.2636776,58.249916,45,4.636541871345569
5989425563250344192,237.50005381099245,-43.307327381314124,3.560576519380131,0.4808057,17.889378,1.2898121,7.4054375,48,10.64697921154676
5989762662315048832,236.4977133362133,-42.28758259327114,2.1278676148587974,0.20990223,18.094122,1.3739357,10.137423,48,9.73384495729025
5989525859291365632,235.9189039886741,-43.87744447096162,2.449797294103681,0.2450093,18.401379,1.3188438,9.998793,43,10.347029384650657
5989719751308062976,236.21980259153688,-42.84300797900145,3.2398420191848696,0.47799373,17.308165,1.4597292,6.7780013,34,9.86078376507677
4036181502003233792,270.62838875918175,-38.44115733105519,2.4890671141836265,0.38960338,19.223473,1.152813,6.3887205,38,11.20365562973761
4036202839435449856,270.66050294518527,-38.223812379678385,1.7634263167631221,0.34204993,18.858639,0.88116264,5.1554646,35,10.090425352252403
4036144668339494912,270.27069001020106,-38.9217056918844,4.412086522482384,0.40628168,19.256098,2.094637,10.859674,28,12.479317896132713
6061724427046007808,193.8198862416948,-55.55827686465716,2.6165506207736344,0.19694752,18.166756,1.9423466,13.285522,138,10.255401382177283
4036189610934589696,270.7348411983318,-38.33194260724604,6.041333966903668,1.1041454,19.481085,2.1628532,5.4715023,30,13.386749045273774
4036231117406135936,271.32313237822603,-38.29857707170903,2.363496333298648,0.3015129,18.461718,0.95163536,7.8387904,32,10.329492269990478
4036233247706702464,271.164181690735,-38.302565800119254,1.7547640972904233,0.3228931,19.091875,1.1496811,5.4345045,34,10.312968776795262
4036153808083635712,270.4775347137589,-38.714780545326526,3.2272147660633883,0.504078,19.46197,1.8313046,6.4022136,31,12.006108715509669
4036213005524202240,271.471566243528,-38.532439302542016,1.7649799544364428,0.33823234,18.032467,0.940691,5.2182474,33,9.266165774930577
4036241391054986240,271.357400444969,-38.15517638763636,3.6629368036551755,0.62030935,18.850739,1.1951313,5.905016,31,11.669885654803176
5834040788983481984,239.55294823062027,-58.92765638949201,4.765856546006035,0.69504696,17.866367,1.3512936,6.8568845,55,11.257072169024234
5834080478819589504,238.09024886693018,-59.01343814097251,5.73679508544176,1.1397272,20.4066,1.627985,5.0334806,26,14.199947639375461
5834086319977431424,238.1554627720186,-58.83366875400048,1.8181519785401932,0.36247894,17.71336,1.41716,5.015883,50,9.011510747222836
4488051369026216576,267.65573859704244,8.251512907435856,1.671265156222838,0.33086723,16.600828,1.0726519,5.0511656,59,7.7160549646743615
4486823725632828800,262.9743293283142,6.785276703903076,1.180225742492097,0.031467594,13.991175,-0.25633717,37.50607,48,4.3510001129747735
5834112983149784704,239.02780497297454,-58.43738496416601,1.2063861085114904,0.22761716,17.916903,1.3846207,5.3000665,51,8.32433418046747
4487346891305390592,264.12615788333585,7.600659245328314,1.3687499640454854,0.027275173,13.678309,-0.20862961,50.183,40,4.359930998167538
4487798721865489152,263.9314347486579,9.143551109902019,2.178979289291651,0.038042683,12.67918,-0.1996336,57.27722,38,4.370445657235891
423621764094942208,13.259104292835476,55.23854616555397,1.516598476636658,0.22613916,18.392845,1.6257362,6.7064834,134,9.297198230904035
423627987511723520,13.096326283938538,55.416617486142364,1.3754404446157706,0.14707036,17.654682,1.4067535,9.352262,131,8.346891112206514
423299023074026112,0.2342483400377529,59.82607454429104,5.656147882359729,0.8372352,17.903456,1.4002991,6.755745,43,11.666059512996654
423640872413531776,12.917702433327156,55.476529394319165,1.4853301060660755,0.2724607,19.137653,1.716177,5.451539,116,9.99676826997479
424285254943021824,12.436900858253951,57.59053123100405,2.302183642689753,0.4484436,19.966942,1.03051,5.1337194,69,11.777641652870544
424496945293258880,11.04662004963354,56.50607980415247,1.9159438546123078,0.1710597,17.75792,1.8453579,11.20044,77,9.169833202696065
5834172081852341248,237.32563791675486,-59.11329555861486,1.7555287782357822,0.33558062,19.507076,1.7047329,5.2313175,50,10.729116029491141
423771886095147520,13.750927039656714,56.201715723519065,1.2291865824029424,0.20834427,18.16922,1.5850639,5.899786,93,8.61730902532119
423435744774179840,13.856541800562997,55.18285994390125,2.700618352586332,0.24203065,18.445398,1.855732,11.158167,120,10.602714404019615
423437497120791936,13.923627979117445,55.2553123780562,2.9379757264640136,0.50323194,16.951109,1.2830772,5.838214,127,9.291349949149758
423439588764034688,13.657568983616567,55.225216122761836,2.4429244928455587,0.23753552,18.631987,1.9515514,10.28446,128,10.571536836971202
423457627625176192,14.167415643648187,55.483077920521,4.38968484122367,0.3193529,17.69935,1.5530205,13.745562,131,10.911517062331487
423496320994795008,15.159779463583178,55.64022580393843,3.0590224248316855,0.10299883,17.615189,1.937357,29.699585,113,10.043101902067093
